Customer_ID,Unique_Transactions
CUST-001570,8
CUST-001547,8
CUST-001869,8
CUST-001871,8
CUST-001508,8
CUST-002281,8
CUST-002865,8
CUST-002854,8
CUST-002846,8
CUST-000550,8
CUST-001815,8
CUST-001807,8
CUST-001808,8
CUST-001298,8
CUST-003008,8
CUST-000422,8
CUST-000414,8
CUST-002999,8
CUST-002829,8
CUST-002819,8
CUST-002285,8
CUST-000434,8
CUST-002949,8
CUST-002950,8
CUST-002941,8
CUST-002946,8
CUST-000452,8
CUST-000440,8
CUST-001232,8
CUST-002117,8
CUST-002118,8
CUST-001084,8
CUST-002869,8
CUST-002874,8
CUST-000429,8
CUST-000430,8
CUST-000433,8
CUST-002452,8
CUST-002457,8
CUST-002444,8
CUST-000886,8
CUST-000854,8
CUST-002470,8
CUST-002464,8
CUST-002114,8
CUST-001600,8
CUST-001592,8
CUST-001594,8
CUST-001579,8
CUST-000182,8
CUST-000183,8
CUST-000168,8
CUST-002465,8
CUST-001703,8
CUST-001697,8
CUST-003287,8
CUST-003281,8
CUST-003339,8
CUST-001619,8
CUST-000130,8
CUST-002592,8
CUST-000515,8
CUST-000494,8
CUST-000077,8
CUST-001709,8
CUST-001712,8
CUST-002235,8
CUST-001668,8
CUST-003397,8
CUST-002218,8
CUST-002214,8
CUST-002215,8
CUST-002202,8
CUST-002203,8
CUST-002884,8
CUST-002888,8
CUST-002882,8
CUST-001130,8
CUST-001133,8
CUST-001203,8
CUST-001204,8
CUST-002273,8
CUST-002258,8
CUST-002262,8
CUST-002867,8
CUST-000973,8
CUST-000966,8
CUST-000955,8
CUST-002053,8
CUST-003126,8
CUST-003107,8
CUST-003110,8
CUST-000306,8
CUST-001390,8
CUST-002748,8
CUST-002752,8
CUST-000627,8
CUST-000628,8
CUST-002742,8
CUST-002720,8
CUST-003095,8
CUST-000036,8
CUST-000070,8
CUST-000058,8
CUST-000061,8
CUST-000062,8
CUST-003382,8
CUST-002381,8
CUST-002039,8
CUST-000810,8
CUST-000795,8
CUST-001764,8
CUST-001755,8
CUST-003374,8
CUST-003369,8
CUST-000029,8
CUST-000033,8
CUST-001751,7
CUST-000012,7
CUST-000086,7
CUST-000090,7
CUST-003325,7
CUST-001618,7
CUST-000166,7
CUST-003314,7
CUST-000162,7
CUST-000161,7
CUST-001653,7
CUST-001649,7
CUST-001731,7
CUST-001733,7
CUST-001647,7
CUST-001717,7
CUST-001645,7
CUST-001672,7
CUST-001176,7
CUST-001115,7
CUST-000030,7
CUST-000006,7
CUST-000044,7
CUST-003393,7
CUST-002393,7
CUST-002395,7
CUST-000974,7
CUST-000975,7
CUST-003384,7
CUST-000024,7
CUST-001202,7
CUST-001205,7
CUST-002388,7
CUST-002391,7
CUST-003184,7
CUST-003188,7
CUST-001580,7
CUST-000255,7
CUST-003169,7
CUST-000237,7
CUST-000240,7
CUST-000202,7
CUST-002334,7
CUST-002336,7
CUST-001068,7
CUST-001155,7
CUST-003182,7
CUST-002243,7
CUST-002255,7
CUST-002332,7
CUST-000321,7
CUST-000322,7
CUST-000323,7
CUST-000328,7
CUST-001800,7
CUST-001802,7
CUST-000304,7
CUST-003097,7
CUST-003101,7
CUST-003105,7
CUST-001587,7
CUST-001589,7
CUST-001795,7
CUST-001633,7
CUST-001769,7
CUST-003196,7
CUST-003200,7
CUST-000218,7
CUST-001195,7
CUST-001196,7
CUST-002387,7
CUST-002367,7
CUST-002368,7
CUST-002197,7
CUST-001040,7
CUST-001016,7
CUST-001191,7
CUST-001192,7
CUST-000911,7
CUST-002454,7
CUST-001214,7
CUST-001221,7
CUST-002186,7
CUST-002177,7
CUST-002468,7
CUST-001854,7
CUST-001560,7
CUST-001563,7
CUST-000332,7
CUST-000334,7
CUST-003041,7
CUST-003052,7
CUST-000370,7
CUST-001853,7
CUST-003143,7
CUST-003155,7
CUST-001830,7
CUST-000339,7
CUST-000270,7
CUST-003128,7
CUST-003135,7
CUST-000943,7
CUST-002424,7
CUST-000923,7
CUST-000932,7
CUST-002415,7
CUST-002400,7
CUST-002407,7
CUST-002528,7
CUST-000936,7
CUST-001260,7
CUST-002161,7
CUST-002146,7
CUST-002148,7
CUST-002509,7
CUST-001538,7
CUST-002977,7
CUST-002961,7
CUST-003087,7
CUST-000352,7
CUST-000355,7
CUST-000356,7
CUST-002992,7
CUST-001861,7
CUST-001862,7
CUST-001506,7
CUST-001839,7
CUST-003076,7
CUST-003080,7
CUST-002491,7
CUST-002500,7
CUST-000878,7
CUST-001256,7
CUST-002459,7
CUST-002462,7
CUST-002521,7
CUST-002602,7
CUST-000815,7
CUST-000817,7
CUST-002588,7
CUST-000883,7
CUST-002140,7
CUST-002116,7
CUST-002122,7
CUST-002597,7
CUST-002599,7
CUST-002924,7
CUST-002925,7
CUST-000488,7
CUST-000492,7
CUST-001441,7
CUST-002900,7
CUST-002895,7
CUST-000521,7
CUST-000524,7
CUST-001491,7
CUST-003024,7
CUST-003026,7
CUST-003027,7
CUST-003010,7
CUST-002918,7
CUST-000480,7
CUST-001895,7
CUST-001887,7
CUST-001870,7
CUST-000368,7
CUST-002115,7
CUST-001301,7
CUST-001306,7
CUST-000794,7
CUST-002131,7
CUST-002139,7
CUST-002550,7
CUST-002553,7
CUST-000823,7
CUST-002107,7
CUST-002111,7
CUST-002625,7
CUST-000780,7
CUST-002565,7
CUST-002091,7
CUST-002075,7
CUST-000787,7
CUST-002621,7
CUST-002856,7
CUST-000553,7
CUST-000555,7
CUST-001948,7
CUST-001950,7
CUST-000540,7
CUST-000547,7
CUST-000535,7
CUST-000439,7
CUST-000441,7
CUST-000539,7
CUST-001451,7
CUST-001897,7
CUST-002964,7
CUST-002970,7
CUST-001314,7
CUST-000767,7
CUST-000772,7
CUST-001287,7
CUST-002594,7
CUST-002079,7
CUST-001373,7
CUST-002687,7
CUST-001358,7
CUST-001361,7
CUST-001363,7
CUST-002603,7
CUST-001344,7
CUST-001346,7
CUST-002040,7
CUST-001404,7
CUST-000579,7
CUST-002802,7
CUST-000563,7
CUST-002790,7
CUST-000615,7
CUST-001977,7
CUST-000596,7
CUST-000598,7
CUST-000614,7
CUST-002770,7
CUST-000565,7
CUST-000517,7
CUST-001956,7
CUST-001470,7
CUST-001454,7
CUST-002673,7
CUST-002062,7
CUST-002641,7
CUST-000727,7
CUST-002627,7
CUST-002639,7
CUST-001395,7
CUST-002029,7
CUST-001377,7
CUST-001380,7
CUST-000740,7
CUST-002004,7
CUST-002009,7
CUST-002011,7
CUST-000649,7
CUST-002759,7
CUST-002735,7
CUST-000682,7
CUST-000671,7
CUST-000673,7
CUST-000663,7
CUST-002709,7
CUST-002738,7
CUST-002732,7
CUST-001996,7
CUST-001972,7
CUST-000674,7
CUST-000680,7
CUST-001435,7
CUST-001439,7
CUST-001414,7
CUST-000584,7
CUST-003238,7
CUST-003239,7
CUST-001643,7
CUST-001722,7
CUST-003219,7
CUST-001124,7
CUST-001173,7
CUST-000193,7
CUST-003335,7
CUST-000047,7
CUST-000051,7
CUST-000052,7
CUST-002261,7
CUST-002263,7
CUST-002240,7
CUST-001060,7
CUST-001049,7
CUST-001144,7
CUST-002300,7
CUST-001089,7
CUST-001097,7
CUST-002229,7
CUST-001689,7
CUST-000118,7
CUST-000128,7
CUST-001107,7
CUST-001723,7
CUST-001724,7
CUST-001696,7
CUST-001707,7
CUST-001680,7
CUST-001658,6
CUST-001708,6
CUST-001710,6
CUST-001684,6
CUST-000123,6
CUST-000124,6
CUST-003299,6
CUST-002297,6
CUST-002286,6
CUST-002290,6
CUST-002259,6
CUST-002227,6
CUST-002304,6
CUST-002315,6
CUST-001105,6
CUST-001147,6
CUST-003356,6
CUST-000063,6
CUST-001117,6
CUST-001131,6
CUST-001171,6
CUST-001174,6
CUST-000179,6
CUST-000200,6
CUST-003232,6
CUST-003234,6
CUST-001075,6
CUST-001163,6
CUST-003180,6
CUST-000265,6
CUST-000241,6
CUST-000205,6
CUST-003187,6
CUST-003192,6
CUST-003104,6
CUST-003115,6
CUST-000319,6
CUST-001151,6
CUST-001154,6
CUST-002241,6
CUST-002242,6
CUST-002326,6
CUST-003201,6
CUST-001599,6
CUST-001601,6
CUST-000300,6
CUST-000301,6
CUST-000303,6
CUST-000299,6
CUST-003073,6
CUST-001006,6
CUST-001038,6
CUST-001022,6
CUST-002361,6
CUST-002226,6
CUST-001783,6
CUST-001772,6
CUST-000230,6
CUST-002035,6
CUST-002044,6
CUST-000718,6
CUST-000723,6
CUST-002685,6
CUST-001349,6
CUST-002607,6
CUST-002610,6
CUST-001946,6
CUST-002781,6
CUST-002783,6
CUST-002767,6
CUST-002773,6
CUST-001417,6
CUST-002808,6
CUST-001434,6
CUST-001937,6
CUST-001463,6
CUST-000493,6
CUST-002883,6
CUST-000506,6
CUST-000514,6
CUST-001957,6
CUST-001408,6
CUST-002034,6
CUST-002670,6
CUST-002671,6
CUST-000694,6
CUST-002649,6
CUST-002655,6
CUST-002052,6
CUST-001935,6
CUST-002847,6
CUST-002090,6
CUST-002095,6
CUST-001335,6
CUST-002067,6
CUST-002623,6
CUST-000774,6
CUST-000785,6
CUST-000538,6
CUST-002835,6
CUST-002836,6
CUST-002837,6
CUST-000500,6
CUST-002848,6
CUST-002849,6
CUST-000552,6
CUST-001447,6
CUST-001903,6
CUST-001919,6
CUST-001505,6
CUST-000455,6
CUST-000457,6
CUST-002945,6
CUST-000449,6
CUST-002611,6
CUST-000759,6
CUST-002593,6
CUST-002596,6
CUST-000766,6
CUST-000768,6
CUST-000770,6
CUST-001283,6
CUST-000880,6
CUST-000874,6
CUST-000875,6
CUST-002479,6
CUST-002461,6
CUST-002520,6
CUST-002488,6
CUST-002507,6
CUST-002935,6
CUST-000431,6
CUST-001929,6
CUST-002141,6
CUST-002129,6
CUST-002106,6
CUST-000820,6
CUST-002583,6
CUST-001881,6
CUST-001534,6
CUST-003038,6
CUST-000369,6
CUST-003023,6
CUST-002898,6
CUST-002893,6
CUST-001483,6
CUST-001280,6
CUST-002564,6
CUST-002555,6
CUST-000839,6
CUST-000840,6
CUST-000806,6
CUST-000793,6
CUST-001473,6
CUST-002522,6
CUST-002526,6
CUST-001272,6
CUST-001253,6
CUST-002410,6
CUST-002417,6
CUST-002403,6
CUST-002406,6
CUST-000403,6
CUST-003004,6
CUST-003013,6
CUST-001893,6
CUST-002155,6
CUST-000830,6
CUST-002547,6
CUST-000822,6
CUST-002996,6
CUST-002987,6
CUST-002958,6
CUST-001536,6
CUST-001537,6
CUST-000421,6
CUST-000425,6
CUST-000399,6
CUST-000877,6
CUST-001257,6
CUST-001512,6
CUST-001843,6
CUST-003088,6
CUST-000348,6
CUST-000397,6
CUST-002995,6
CUST-002164,6
CUST-002469,6
CUST-000910,6
CUST-000901,6
CUST-001227,6
CUST-002372,6
CUST-001001,6
CUST-001005,6
CUST-000373,6
CUST-000382,6
CUST-001847,6
CUST-001834,6
CUST-000361,6
CUST-001519,6
CUST-001224,6
CUST-002190,6
CUST-003127,6
CUST-000254,6
CUST-000233,6
CUST-003148,6
CUST-001821,6
CUST-001603,6
CUST-003061,6
CUST-003048,6
CUST-002448,6
CUST-002437,6
CUST-000948,6
CUST-002430,6
CUST-001215,6
CUST-001216,6
CUST-000283,6
CUST-003119,6
CUST-000116,6
CUST-003315,6
CUST-001606,6
CUST-003330,6
CUST-001742,6
CUST-003326,6
CUST-001752,6
CUST-003205,6
CUST-003377,6
CUST-003379,6
CUST-001720,6
CUST-001648,6
CUST-001639,6
CUST-003305,6
CUST-003304,6
CUST-003317,6
CUST-000957,6
CUST-000032,6
CUST-000010,6
CUST-000011,6
CUST-000111,6
CUST-001678,6
CUST-003367,6
CUST-003372,6
CUST-003171,6
CUST-003174,6
CUST-001584,6
CUST-001208,6
CUST-001209,6
CUST-001182,6
CUST-001186,6
CUST-000956,6
CUST-000643,6
CUST-002749,6
CUST-001399,6
CUST-001382,6
CUST-002659,6
CUST-000756,6
CUST-000786,6
CUST-002031,6
CUST-002699,6
CUST-002710,6
CUST-000715,6
CUST-000670,6
CUST-000672,6
CUST-002016,6
CUST-002018,6
CUST-000640,6
CUST-001964,6
CUST-001409,6
CUST-002840,6
CUST-000585,6
CUST-001995,6
CUST-002000,6
CUST-001974,6
CUST-000681,6
CUST-003217,6
CUST-000139,6
CUST-000142,6
CUST-000149,6
CUST-003247,6
CUST-003256,6
CUST-003237,6
CUST-001437,6
CUST-000002,5
CUST-001682,5
CUST-001694,5
CUST-003298,5
CUST-000107,5
CUST-000134,5
CUST-003284,5
CUST-003292,5
CUST-003295,5
CUST-000167,5
CUST-003273,5
CUST-001093,5
CUST-001094,5
CUST-002260,5
CUST-002275,5
CUST-002279,5
CUST-001122,5
CUST-001139,5
CUST-003346,5
CUST-003349,5
CUST-003357,5
CUST-003360,5
CUST-001757,5
CUST-001759,5
CUST-001609,5
CUST-001665,5
CUST-001738,5
CUST-001745,5
CUST-003260,5
CUST-003252,5
CUST-000175,5
CUST-000177,5
CUST-003207,5
CUST-003225,5
CUST-003230,5
CUST-001597,5
CUST-000227,5
CUST-002252,5
CUST-002256,5
CUST-001159,5
CUST-002236,5
CUST-001057,5
CUST-001058,5
CUST-001792,5
CUST-001583,5
CUST-001782,5
CUST-001784,5
CUST-001786,5
CUST-003191,5
CUST-003198,5
CUST-003170,5
CUST-003178,5
CUST-003179,5
CUST-000261,5
CUST-003152,5
CUST-003157,5
CUST-003159,5
CUST-003160,5
CUST-003164,5
CUST-000297,5
CUST-001552,5
CUST-001559,5
CUST-001539,5
CUST-001545,5
CUST-001550,5
CUST-001814,5
CUST-001819,5
CUST-001827,5
CUST-001799,5
CUST-001801,5
CUST-001806,5
CUST-001809,5
CUST-000272,5
CUST-000274,5
CUST-000277,5
CUST-001027,5
CUST-001162,5
CUST-001164,5
CUST-001167,5
CUST-001064,5
CUST-000329,5
CUST-003106,5
CUST-003112,5
CUST-003096,5
CUST-003102,5
CUST-003090,5
CUST-003092,5
CUST-003094,5
CUST-001523,5
CUST-001525,5
CUST-001531,5
CUST-001858,5
CUST-000336,5
CUST-000337,5
CUST-003056,5
CUST-000331,5
CUST-003040,5
CUST-000376,5
CUST-000377,5
CUST-000388,5
CUST-003019,5
CUST-003035,5
CUST-003037,5
CUST-000367,5
CUST-000374,5
CUST-003011,5
CUST-001478,5
CUST-001479,5
CUST-002201,5
CUST-002205,5
CUST-002207,5
CUST-000954,5
CUST-002370,5
CUST-002375,5
CUST-000983,5
CUST-000991,5
CUST-001010,5
CUST-001012,5
CUST-001884,5
CUST-001885,5
CUST-001865,5
CUST-001866,5
CUST-001867,5
CUST-000405,5
CUST-000411,5
CUST-000413,5
CUST-000415,5
CUST-003005,5
CUST-000396,5
CUST-000404,5
CUST-000925,5
CUST-000927,5
CUST-000935,5
CUST-000950,5
CUST-002397,5
CUST-002404,5
CUST-002390,5
CUST-002216,5
CUST-002985,5
CUST-002989,5
CUST-002991,5
CUST-002968,5
CUST-002973,5
CUST-000451,5
CUST-001918,5
CUST-001453,5
CUST-000438,5
CUST-001898,5
CUST-001910,5
CUST-001913,5
CUST-001481,5
CUST-001487,5
CUST-002923,5
CUST-002930,5
CUST-002938,5
CUST-002920,5
CUST-002921,5
CUST-000468,5
CUST-000486,5
CUST-002906,5
CUST-002907,5
CUST-002880,5
CUST-000507,5
CUST-002184,5
CUST-002193,5
CUST-001212,5
CUST-001229,5
CUST-002163,5
CUST-002173,5
CUST-002181,5
CUST-000897,5
CUST-002442,5
CUST-001943,5
CUST-001944,5
CUST-002875,5
CUST-002842,5
CUST-002850,5
CUST-000537,5
CUST-000543,5
CUST-002834,5
CUST-000527,5
CUST-000528,5
CUST-000530,5
CUST-002822,5
CUST-002826,5
CUST-002828,5
CUST-002833,5
CUST-002814,5
CUST-001978,5
CUST-001986,5
CUST-001416,5
CUST-001419,5
CUST-001430,5
CUST-000569,5
CUST-000576,5
CUST-002800,5
CUST-000860,5
CUST-000866,5
CUST-000870,5
CUST-002467,5
CUST-000855,5
CUST-001231,5
CUST-001236,5
CUST-001237,5
CUST-001241,5
CUST-000898,5
CUST-002768,5
CUST-000610,5
CUST-002755,5
CUST-002756,5
CUST-002761,5
CUST-002765,5
CUST-002766,5
CUST-000653,5
CUST-002027,5
CUST-001384,5
CUST-001393,5
CUST-002013,5
CUST-002015,5
CUST-000646,5
CUST-000650,5
CUST-000623,5
CUST-002719,5
CUST-002734,5
CUST-000683,5
CUST-002712,5
CUST-000658,5
CUST-001365,5
CUST-002691,5
CUST-001250,5
CUST-002147,5
CUST-000876,5
CUST-000882,5
CUST-000885,5
CUST-002049,5
CUST-002051,5
CUST-001402,5
CUST-001403,5
CUST-002660,5
CUST-002676,5
CUST-000693,5
CUST-000735,5
CUST-000738,5
CUST-002633,5
CUST-000779,5
CUST-001278,5
CUST-001281,5
CUST-001284,5
CUST-001329,5
CUST-001342,5
CUST-002089,5
CUST-000764,5
CUST-002598,5
CUST-000763,5
CUST-002130,5
CUST-002134,5
CUST-002135,5
CUST-002144,5
CUST-000851,5
CUST-002554,5
CUST-000828,5
CUST-002534,5
CUST-002546,5
CUST-002548,5
CUST-001266,5
CUST-001268,5
CUST-001271,5
CUST-002527,5
CUST-000792,5
CUST-000804,5
CUST-002557,5
CUST-002560,5
CUST-002567,5
CUST-000089,5
CUST-003316,5
CUST-000075,5
CUST-003311,5
CUST-001730,5
CUST-001732,5
CUST-000064,5
CUST-000068,5
CUST-003342,5
CUST-000098,5
CUST-003366,5
CUST-001679,5
CUST-000020,5
CUST-003400,4
CUST-000009,4
CUST-000003,4
CUST-001128,4
CUST-001604,4
CUST-001605,4
CUST-003352,4
CUST-000165,4
CUST-001666,4
CUST-000150,4
CUST-000796,4
CUST-000798,4
CUST-002571,4
CUST-000789,4
CUST-003322,4
CUST-000081,4
CUST-000083,4
CUST-003309,4
CUST-003312,4
CUST-003318,4
CUST-003245,4
CUST-003248,4
CUST-003264,4
CUST-000180,4
CUST-000192,4
CUST-003203,4
CUST-003210,4
CUST-002254,4
CUST-002257,4
CUST-001148,4
CUST-001596,4
CUST-000216,4
CUST-000217,4
CUST-001063,4
CUST-002246,4
CUST-001053,4
CUST-001582,4
CUST-001108,4
CUST-001770,4
CUST-001773,4
CUST-001791,4
CUST-000832,4
CUST-000835,4
CUST-000836,4
CUST-000843,4
CUST-000846,4
CUST-002531,4
CUST-002533,4
CUST-002540,4
CUST-002109,4
CUST-002110,4
CUST-002120,4
CUST-002124,4
CUST-001270,4
CUST-001273,4
CUST-002099,4
CUST-003190,4
CUST-000204,4
CUST-001624,4
CUST-003173,4
CUST-003186,4
CUST-000236,4
CUST-000287,4
CUST-000288,4
CUST-000292,4
CUST-000293,4
CUST-000295,4
CUST-003144,4
CUST-001282,4
CUST-000776,4
CUST-000784,4
CUST-002087,4
CUST-002601,4
CUST-001369,4
CUST-001312,4
CUST-000849,4
CUST-002549,4
CUST-000818,4
CUST-001540,4
CUST-001555,4
CUST-001557,4
CUST-001810,4
CUST-001811,4
CUST-001817,4
CUST-001037,4
CUST-001041,4
CUST-003130,4
CUST-003133,4
CUST-000280,4
CUST-002348,4
CUST-001026,4
CUST-001034,4
CUST-001035,4
CUST-002327,4
CUST-002342,4
CUST-001166,4
CUST-002323,4
CUST-000317,4
CUST-000325,4
CUST-003116,4
CUST-003129,4
CUST-003086,4
CUST-003093,4
CUST-000313,4
CUST-000702,4
CUST-000703,4
CUST-000708,4
CUST-002648,4
CUST-002656,4
CUST-002667,4
CUST-000746,4
CUST-000751,4
CUST-002620,4
CUST-002629,4
CUST-002630,4
CUST-002635,4
CUST-002640,4
CUST-001516,4
CUST-001517,4
CUST-001518,4
CUST-001527,4
CUST-001566,4
CUST-001832,4
CUST-003054,4
CUST-003063,4
CUST-000330,4
CUST-000343,4
CUST-000390,4
CUST-003039,4
CUST-003049,4
CUST-003029,4
CUST-000365,4
CUST-000378,4
CUST-001475,4
CUST-001477,4
CUST-003017,4
CUST-002198,4
CUST-002206,4
CUST-001886,4
CUST-001888,4
CUST-000953,4
CUST-001201,4
CUST-001245,4
CUST-001247,4
CUST-002508,4
CUST-002516,4
CUST-002517,4
CUST-002063,4
CUST-001356,4
CUST-000872,4
CUST-002489,4
CUST-002505,4
CUST-002045,4
CUST-002054,4
CUST-002058,4
CUST-001000,4
CUST-002355,4
CUST-002364,4
CUST-002374,4
CUST-002384,4
CUST-001875,4
CUST-001876,4
CUST-001882,4
CUST-000412,4
CUST-000423,4
CUST-001532,4
CUST-000400,4
CUST-002733,4
CUST-002739,4
CUST-002740,4
CUST-000664,4
CUST-002716,4
CUST-002696,4
CUST-002711,4
CUST-001258,4
CUST-001259,4
CUST-001364,4
CUST-002408,4
CUST-002419,4
CUST-000969,4
CUST-000980,4
CUST-000981,4
CUST-002396,4
CUST-002994,4
CUST-002211,4
CUST-002220,4
CUST-002980,4
CUST-002982,4
CUST-000448,4
CUST-002947,4
CUST-002948,4
CUST-001500,4
CUST-001899,4
CUST-001494,4
CUST-001495,4
CUST-001497,4
CUST-002932,4
CUST-002933,4
CUST-002940,4
CUST-002746,4
CUST-002750,4
CUST-002763,4
CUST-002026,4
CUST-001389,4
CUST-002006,4
CUST-002007,4
CUST-000630,4
CUST-002001,4
CUST-000477,4
CUST-000481,4
CUST-002912,4
CUST-002889,4
CUST-002891,4
CUST-000518,4
CUST-002881,4
CUST-002886,4
CUST-001210,4
CUST-001955,4
CUST-001958,4
CUST-001962,4
CUST-002166,4
CUST-000891,4
CUST-001953,4
CUST-002436,4
CUST-001472,4
CUST-002866,4
CUST-000496,4
CUST-001457,4
CUST-000548,4
CUST-002844,4
CUST-002860,4
CUST-000529,4
CUST-000531,4
CUST-000544,4
CUST-002838,4
CUST-002455,4
CUST-002463,4
CUST-000857,4
CUST-000858,4
CUST-000900,4
CUST-000914,4
CUST-000621,4
CUST-002788,4
CUST-002776,4
CUST-000591,4
CUST-000600,4
CUST-001971,4
CUST-001999,4
CUST-000578,4
CUST-001425,4
CUST-001966,4
CUST-001968,4
CUST-000575,4
CUST-000577,4
CUST-000867,4
CUST-000871,4
CUST-000117,4
CUST-000135,4
CUST-001685,4
CUST-001687,4
CUST-003280,4
CUST-001085,4
CUST-001087,4
CUST-001611,4
CUST-003269,4
CUST-002271,4
CUST-002272,4
CUST-001704,4
CUST-001719,4
CUST-001636,4
CUST-001638,4
CUST-001641,4
CUST-000043,4
CUST-000055,4
CUST-003337,4
CUST-003345,4
CUST-003392,4
CUST-000095,4
CUST-000039,4
CUST-000022,4
CUST-000027,4
CUST-000034,4
CUST-003371,4
CUST-000015,3
CUST-001172,3
CUST-003310,3
CUST-003321,3
CUST-000082,3
CUST-003244,3
CUST-003250,3
CUST-000138,3
CUST-003215,3
CUST-003221,3
CUST-000186,3
CUST-000198,3
CUST-002231,3
CUST-002238,3
CUST-000222,3
CUST-000582,3
CUST-002775,3
CUST-002777,3
CUST-000603,3
CUST-000618,3
CUST-000620,3
CUST-001423,3
CUST-001984,3
CUST-001990,3
CUST-002795,3
CUST-002796,3
CUST-002799,3
CUST-000132,3
CUST-001683,3
CUST-002789,3
CUST-002791,3
CUST-002309,3
CUST-001054,3
CUST-001585,3
CUST-001095,3
CUST-001099,3
CUST-001104,3
CUST-001110,3
CUST-002291,3
CUST-000829,3
CUST-000834,3
CUST-001767,3
CUST-001781,3
CUST-001790,3
CUST-002108,3
CUST-002525,3
CUST-002542,3
CUST-002544,3
CUST-000824,3
CUST-000541,3
CUST-000557,3
CUST-002851,3
CUST-002855,3
CUST-002813,3
CUST-002841,3
CUST-000533,3
CUST-000915,3
CUST-002472,3
CUST-002477,3
CUST-000588,3
CUST-002785,3
CUST-000899,3
CUST-000903,3
CUST-000904,3
CUST-001623,3
CUST-001626,3
CUST-001292,3
CUST-001303,3
CUST-002102,3
CUST-000243,3
CUST-000250,3
CUST-000259,3
CUST-000263,3
CUST-003183,3
CUST-003189,3
CUST-000207,3
CUST-003145,3
CUST-003163,3
CUST-000235,3
CUST-001277,3
CUST-002619,3
CUST-000896,3
CUST-001274,3
CUST-002180,3
CUST-002183,3
CUST-002189,3
CUST-002435,3
CUST-002439,3
CUST-000895,3
CUST-001934,3
CUST-001942,3
CUST-001951,3
CUST-002425,3
CUST-001460,3
CUST-001461,3
CUST-001465,3
CUST-001467,3
CUST-001321,3
CUST-002132,3
CUST-000813,3
CUST-002613,3
CUST-001804,3
CUST-001820,3
CUST-001546,3
CUST-001015,3
CUST-001028,3
CUST-001036,3
CUST-000276,3
CUST-000282,3
CUST-000652,3
CUST-002003,3
CUST-002019,3
CUST-002020,3
CUST-002025,3
CUST-000483,3
CUST-000490,3
CUST-002914,3
CUST-000624,3
CUST-002896,3
CUST-002901,3
CUST-000460,3
CUST-000464,3
CUST-000469,3
CUST-000471,3
CUST-001230,3
CUST-000504,3
CUST-000512,3
CUST-000513,3
CUST-000516,3
CUST-000523,3
CUST-002877,3
CUST-001445,3
CUST-001450,3
CUST-000446,3
CUST-002944,3
CUST-002951,3
CUST-001484,3
CUST-001502,3
CUST-001915,3
CUST-001924,3
CUST-002757,3
CUST-002762,3
CUST-002916,3
CUST-002919,3
CUST-002937,3
CUST-000427,3
CUST-001396,3
CUST-000655,3
CUST-002747,3
CUST-002754,3
CUST-001071,3
CUST-001077,3
CUST-002338,3
CUST-002340,3
CUST-002343,3
CUST-001161,3
CUST-001065,3
CUST-001070,3
CUST-000705,3
CUST-000359,3
CUST-003072,3
CUST-003103,3
CUST-000307,3
CUST-000749,3
CUST-000754,3
CUST-002654,3
CUST-000695,3
CUST-000697,3
CUST-002680,3
CUST-000657,3
CUST-000660,3
CUST-000921,3
CUST-000922,3
CUST-000938,3
CUST-001265,3
CUST-001362,3
CUST-002222,3
CUST-002224,3
CUST-000958,3
CUST-000961,3
CUST-002418,3
CUST-002974,3
CUST-002986,3
CUST-002988,3
CUST-002998,3
CUST-002210,3
CUST-002628,3
CUST-002643,3
CUST-002646,3
CUST-000728,3
CUST-000734,3
CUST-000737,3
CUST-000742,3
CUST-001851,3
CUST-003047,3
CUST-003066,3
CUST-000333,3
CUST-001562,3
CUST-003025,3
CUST-000379,3
CUST-000389,3
CUST-000990,3
CUST-000999,3
CUST-002357,3
CUST-002379,3
CUST-000410,3
CUST-000424,3
CUST-002737,3
CUST-000947,3
CUST-000661,3
CUST-000662,3
CUST-000690,3
CUST-002723,3
CUST-002728,3
CUST-001890,3
CUST-003014,3
CUST-003016,3
CUST-001254,3
CUST-000952,3
CUST-001206,3
CUST-002195,3
CUST-002156,3
CUST-002160,3
CUST-001246,3
CUST-001251,3
CUST-002055,3
CUST-002486,3
CUST-002512,3
CUST-001664,3
CUST-001746,3
CUST-003359,3
CUST-000153,3
CUST-001650,3
CUST-001652,3
CUST-001655,3
CUST-000809,3
CUST-000812,3
CUST-000144,3
CUST-000093,3
CUST-002570,3
CUST-002576,3
CUST-000790,3
CUST-003282,3
CUST-003291,3
CUST-000104,3
CUST-000114,3
CUST-000121,3
CUST-002269,3
CUST-002288,3
CUST-001080,3
CUST-003270,3
CUST-003343,3
CUST-001702,3
CUST-001637,3
CUST-003387,3
CUST-000099,3
CUST-000038,3
CUST-000067,3
CUST-003399,2
CUST-001691,2
CUST-001118,2
CUST-001055,2
CUST-001061,2
CUST-001681,2
CUST-002794,2
CUST-000561,2
CUST-001779,2
CUST-002310,2
CUST-002321,2
CUST-001051,2
CUST-000536,2
CUST-002852,2
CUST-002861,2
CUST-002872,2
CUST-000827,2
CUST-000856,2
CUST-000587,2
CUST-002815,2
CUST-002818,2
CUST-002821,2
CUST-002831,2
CUST-000395,2
CUST-000398,2
CUST-000416,2
CUST-000419,2
CUST-001873,2
CUST-001878,2
CUST-003009,2
CUST-000678,2
CUST-002724,2
CUST-003000,2
CUST-001183,2
